name,album,artist,release_date,length,popularity,danceability,acousticness,energy,instrumentalness,liveness,loudness,speechiness,tempo,time_signature,days_since,liveness_speechiness_feat,danceability_speechiness_feat,length_speechiness_feat,instrumentalness_time_signature_feat,length_tempo_feat
TROLLZ (with Nicki Minaj),TattleTales,6ix9ine,2020-09-04,202666,65,0.7440000000000001,0.0319,0.42200000000000004,0.00011,0.11,-8.946,0.294,180.00599999999997,4,770,2.0,2.0,2.0,2.0,2.0
GUMMO,Day69: Graduation Day,6ix9ine,2018-04-10,157643,64,0.66,0.0553,0.775,0.0,0.129,-4.926,0.172,157.036,4,1648,2.0,2.0,2.0,2.0,2.0
Wonderwall - Remastered,(What's The Story) Morning Glory? (Deluxe Remastered Edition),Oasis,1995-01-01,258773,78,0.375,0.000509,0.893,0.0,0.187,-4.0969999999999995,0.0406,174.32299999999998,4,10148,2.0,2.0,2.0,2.0,2.0
Don't Look Back In Anger - Remastered,(What's The Story) Morning Glory? (Deluxe Remastered Edition),Oasis,1995-01-01,289560,73,0.32799999999999996,0.0665,0.9359999999999999,2.61e-06,0.165,-3.2539999999999996,0.0628,162.97,4,10148,2.0,2.0,2.0,2.0,2.0
Stop Crying Your Heart Out,Heathen Chemistry,Oasis,2002-07-01,303120,66,0.331,0.0689,0.5579999999999999,1.96e-06,0.124,-5.506,0.031,150.19,4,7410,2.0,2.0,2.0,2.0,2.0
Champagne Supernova - Remastered,(What's The Story) Morning Glory? (Deluxe Remastered Edition),Oasis,1995-01-01,451320,68,0.293,0.45799999999999996,0.8170000000000001,0.0509,0.355,-3.786,0.039,150.249,4,10148,2.0,2.0,2.0,2.0,2.0
Live Forever - Remastered,Definitely Maybe (Deluxe Edition Remastered),Oasis,1994-01-01,276666,67,0.28600000000000003,2.3100000000000002e-05,0.8220000000000001,1.31e-05,0.353,-3.366,0.0381,90.96,4,10513,2.0,2.0,2.0,2.0,2.0
Supersonic - Remastered,Definitely Maybe (Deluxe Edition Remastered),Oasis,1994-01-01,283786,65,0.359,6.31e-05,0.9129999999999999,0.0121,0.0954,-2.865,0.0391,104.05799999999999,4,10513,2.0,2.0,2.0,2.0,2.0
She's Electric - Remastered,(What's The Story) Morning Glory? (Deluxe Remastered Edition),Oasis,1995-01-01,220920,63,0.484,0.146,0.905,1.13e-06,0.24,-3.5060000000000002,0.0481,125.414,4,10148,2.0,2.0,2.0,2.0,2.0
Half The World Away - Remastered,Definitely Maybe (Deluxe Edition Remastered),Oasis,1994-01-01,267333,63,0.433,0.305,0.45799999999999996,0.0,0.0863,-8.666,0.0328,115.213,4,10513,2.0,2.0,2.0,2.0,2.0
Stand By Me - Remastered,Be Here Now (Deluxe Remastered Edition),Oasis,1997-01-01,355866,60,0.19399999999999998,0.0864,0.825,0.0028399999999999996,0.182,-2.605,0.040999999999999995,169.97400000000002,4,9417,2.0,2.0,2.0,2.0,2.0
Whatever - Remastered,Definitely Maybe (Deluxe Edition Remastered),Oasis,1994-01-01,382266,60,0.252,0.0421,0.902,0.0148,0.309,-2.479,0.0392,91.47399999999999,4,10513,2.0,2.0,2.0,2.0,2.0
Deutschland,Rammstein,Rammstein,2019-05-17,322339,77,0.521,5.539999999999999e-05,0.895,0.349,0.0985,-5.242000000000001,0.0442,120.117,4,1246,1.0,2.0,2.0,2.0,2.0
Dicke Titten,Zeit,Rammstein,2022-04-29,218593,76,0.63,0.0205,0.823,0.00458,0.0377,-4.857,0.0496,117.04799999999999,4,168,1.0,2.0,2.0,2.0,2.0
Du hast,Sehnsucht,Rammstein,1997-08-25,234226,73,0.64,0.0036899999999999997,0.922,0.055,0.332,-6.2829999999999995,0.0385,125.105,4,9181,1.0,2.0,2.0,2.0,2.0
Armee der Tristen,Zeit,Rammstein,2022-04-29,205589,75,0.447,0.00041500000000000006,0.9009999999999999,0.000103,0.225,-5.397,0.0491,86.01,4,168,1.0,2.0,2.0,2.0,2.0
Sonne,Mutter,Rammstein,2001-04-02,272440,68,0.51,0.0054,0.917,0.000133,0.396,-4.806,0.0854,75.098,4,7865,1.0,2.0,2.0,2.0,2.0
Angst,Zeit,Rammstein,2022-04-29,224801,73,0.639,0.000306,0.86,0.00549,0.0507,-4.27,0.069,112.025,4,168,1.0,2.0,2.0,2.0,2.0
Ausländer,Rammstein,Rammstein,2019-05-17,231603,73,0.6809999999999999,0.0007570000000000001,0.912,0.0013599999999999999,0.359,-4.159,0.0912,125.031,4,1246,1.0,2.0,2.0,2.0,2.0
Zick Zack,Zeit,Rammstein,2022-04-29,244365,72,0.669,0.00118,0.8140000000000001,0.00131,0.0737,-5.375,0.0681,130.014,4,168,1.0,2.0,2.0,2.0,2.0
Zeit,Zeit,Rammstein,2022-04-29,321686,71,0.55,0.132,0.569,1.47e-05,0.174,-7.683,0.0462,123.179,4,168,1.0,2.0,2.0,2.0,2.0
Radio,Rammstein,Rammstein,2019-05-17,277397,71,0.652,0.00404,0.894,0.00381,0.124,-5.145,0.0409,132.03,4,1246,1.0,2.0,2.0,2.0,2.0
Ho Hey,The Lumineers,The Lumineers,2012-04-03,163133,75,0.685,0.794,0.466,2.06e-06,0.0915,-9.074,0.0304,79.936,4,3846,2.0,2.0,2.0,2.0,2.0
Ophelia,Cleopatra,The Lumineers,2016-04-08,160097,77,0.664,0.613,0.573,0.000363,0.0857,-6.519,0.0277,76.023,4,2380,2.0,2.0,2.0,2.0,2.0
Cleopatra,Cleopatra,The Lumineers,2016-04-08,201413,73,0.536,0.228,0.775,0.000143,0.0947,-6.765,0.0394,151.393,4,2380,2.0,2.0,2.0,2.0,2.0
Sleep On The Floor,Cleopatra,The Lumineers,2016-04-08,211851,72,0.389,0.249,0.431,0.0,0.13,-8.061,0.0344,142.14,4,2380,2.0,2.0,2.0,2.0,2.0
Stubborn Love,The Lumineers,The Lumineers,2012-04-03,279000,72,0.598,0.607,0.56,0.0432,0.196,-11.679,0.0375,115.01,4,3846,2.0,2.0,2.0,2.0,2.0
Flowers in Your Hair,The Lumineers,The Lumineers,2012-04-03,109735,69,0.67,0.7490000000000001,0.609,6.74e-05,0.22699999999999998,-10.088,0.0333,127.463,4,3846,2.0,2.0,2.0,2.0,2.0
WHERE WE ARE,BRIGHTSIDE,The Lumineers,2022-01-14,172800,67,0.573,0.759,0.507,1.37e-06,0.377,-8.084,0.0342,123.18299999999999,4,273,2.0,2.0,2.0,2.0,2.0
A.M. RADIO,BRIGHTSIDE,The Lumineers,2022-01-14,237320,66,0.469,0.568,0.562,0.000135,0.12300000000000001,-6.402,0.0343,138.197,4,273,2.0,2.0,2.0,2.0,2.0
Angela,Cleopatra,The Lumineers,2016-04-08,201785,66,0.6679999999999999,0.649,0.563,0.00034700000000000003,0.11,-8.23,0.0305,130.366,4,2380,2.0,2.0,2.0,2.0,2.0
Nobody Knows,Pete's Dragon (Original Motion Picture Soundtrack),Various Artists,2016-08-12,188573,65,0.634,0.759,0.382,0.0021,0.10099999999999999,-12.877,0.0363,81.971,4,2254,3.0,3.0,3.0,2.0,2.0
Strawberries & Cigarettes,Strawberries & Cigarettes,Troye Sivan,2018-03-16,201538,83,0.578,0.162,0.537,0.0,0.076,-8.676,0.0832,83.90899999999999,4,1673,1.0,2.0,2.0,2.0,2.0
Angel Baby,Angel Baby,Troye Sivan,2021-09-09,220779,83,0.5589999999999999,0.0145,0.5589999999999999,0.0,0.138,-6.425,0.0358,72.498,4,400,1.0,2.0,2.0,2.0,2.0
You,You,Regard,2021-04-16,233386,77,0.691,0.0592,0.695,0.0,0.0647,-5.6,0.0367,106.064,4,546,999.0,999.0,999.0,999.0,999.0
YOUTH,Blue Neighbourhood (Deluxe),Troye Sivan,2015-12-04,185194,66,0.628,0.0625,0.737,0.0,0.0777,-4.437,0.040999999999999995,91.507,4,2506,1.0,2.0,2.0,2.0,2.0
Dance To This (feat. Ariana Grande),Bloom,Troye Sivan,2018-08-31,231846,68,0.736,0.00632,0.7559999999999999,0.00577,0.106,-7.099,0.047,117.016,4,1505,1.0,2.0,2.0,2.0,2.0
Easy (with Kacey Musgraves feat. Mark Ronson),Easy (with Kacey Musgraves feat. Mark Ronson),Troye Sivan,2020-12-10,213571,67,0.581,0.00187,0.674,3.01e-06,0.128,-7.09,0.033,143.005,4,673,1.0,2.0,2.0,2.0,2.0
could cry just thinkin about you - Full Version,could cry just thinkin about you (Full Version),Troye Sivan,2021-07-09,158000,66,0.515,0.318,0.32299999999999995,0.0,0.106,-11.05,0.0429,147.972,4,462,1.0,2.0,2.0,2.0,2.0
My My My!,Bloom,Troye Sivan,2018-08-31,204726,66,0.701,0.004070000000000001,0.45799999999999996,0.000151,0.045,-7.749,0.0836,102.96700000000001,4,1505,1.0,2.0,2.0,2.0,2.0
Pa Mí - Remix,Climaxxx,Dalex,2019-05-10,360960,76,0.688,0.753,0.62,5.32e-06,0.157,-8.029,0.22,170.011,4,1253,999.0,999.0,999.0,999.0,999.0
Hola - Remix,Yo Te Quiero Pa Mi,Dalex,2022-02-09,249520,66,0.655,0.473,0.6729999999999999,0.0,0.0753,-5.98,0.308,181.891,4,247,999.0,999.0,999.0,999.0,999.0
Porno,The Academy,Rich Music LTD,2019-10-11,212653,72,0.535,0.428,0.71,0.0,0.141,-2.978,0.324,92.009,4,1099,2.0,2.0,2.0,2.0,2.0
Elegí (feat. Dímelo Flow),Elegí (feat. Dímelo Flow),Rauw Alejandro,2020-03-26,197721,71,0.8240000000000001,0.237,0.631,0.00011599999999999999,0.0531,-2.7910000000000004,0.0809,171.965,4,932,1.0,3.0,2.0,2.0,2.0
Imaginate,The Academy,Rich Music LTD,2019-10-11,225013,70,0.691,0.316,0.7509999999999999,0.0,0.0808,-4.275,0.228,169.88400000000001,4,1099,2.0,2.0,2.0,2.0,2.0
Perreo en La Luna,The Academy,Rich Music LTD,2019-10-11,218586,68,0.711,0.268,0.757,0.0,0.36700000000000005,-4.188,0.29,174.013,4,1099,2.0,2.0,2.0,2.0,2.0
Feel Me,The Academy,Rich Music LTD,2019-10-11,300266,68,0.769,0.12,0.747,7.48e-06,0.0417,-4.56,0.127,81.03399999999999,4,1099,2.0,2.0,2.0,2.0,2.0
Cheerleader - Felix Jaehn Remix Radio Edit,Me 4 U: The Remixes,OMI,2016-03-04,181933,29,0.774,0.19,0.682,4.6200000000000005e-05,0.151,-6.108,0.0299,118.014,4,2415,999.0,999.0,999.0,999.0,999.0
Do It Better (feat. Zoe Wees),Do It Better (feat. Zoe Wees),Felix Jaehn,2022-05-27,170045,77,0.677,0.0818,0.804,1.92e-05,0.158,-5.337000000000001,0.0677,122.111,4,140,1.0,2.0,2.0,2.0,2.0
Call It Love,Call It Love,Felix Jaehn,2022-09-16,154560,77,0.616,0.0559,0.841,0.00217,0.41700000000000004,-4.779,0.076,110.029,4,28,1.0,2.0,2.0,2.0,2.0
Rain In Ibiza,Rain In Ibiza,Felix Jaehn,2022-02-25,141931,75,0.654,0.0844,0.898,0.0347,0.316,-5.9639999999999995,0.0413,123.99600000000001,4,231,1.0,2.0,2.0,2.0,2.0
Ain't Nobody (Loves Me Better) (feat. Jasmine Thompson),I,Felix Jaehn,2018-02-16,186146,73,0.778,0.672,0.5660000000000001,0.000197,0.0698,-6.959,0.0311,117.971,4,1701,1.0,2.0,2.0,2.0,2.0
Some Say - Felix Jaehn Remix,Some Say (Felix Jaehn Remix),Nea,2020-01-10,186878,72,0.682,0.406,0.7,0.0,0.174,-5.591,0.0397,120.03,4,1008,999.0,999.0,999.0,999.0,999.0
Where The Lights Are Low,Where The Lights Are Low,Toby Romeo,2021-01-22,136995,71,0.759,0.44799999999999995,0.807,0.0,0.105,-5.812,0.122,123.904,4,630,999.0,999.0,999.0,999.0,999.0
So Close,So Close (feat. Georgia Ku),NOTD,2018-11-02,190302,70,0.7,0.121,0.872,7.08e-06,0.10300000000000001,-5.896,0.0666,125.03,4,1442,999.0,999.0,999.0,999.0,999.0
I Got A Feeling,BREATHE,Felix Jaehn,2021-10-01,144734,59,0.598,0.0196,0.833,0.0,0.292,-3.716,0.048,124.973,4,378,1.0,2.0,2.0,2.0,2.0
Thank You [Not So Bad],Thank You [Not So Bad],VIZE,2020-02-07,197963,66,0.6559999999999999,0.201,0.89,1.99e-06,0.10099999999999999,-4.981,0.187,100.037,4,980,999.0,999.0,999.0,999.0,999.0
Yo Voy (feat. Daddy Yankee),Motivando a la Yal,Zion & Lennox,2004-05-04,232019,85,0.8079999999999999,0.040999999999999995,0.6970000000000001,0.0,0.0546,-5.899,0.24100000000000002,95.06,4,6737,3.0,3.0,3.0,2.0,2.0
Berlin,Berlin,Zion & Lennox,2022-06-30,246061,82,0.7959999999999999,0.18,0.7659999999999999,1.53e-06,0.16399999999999998,-4.237,0.0422,121.008,4,106,3.0,3.0,3.0,2.0,2.0
Loco,La Última Promesa,Justin Quiles,2021-08-19,231603,70,0.7709999999999999,0.222,0.885,0.0,0.0918,-3.66,0.0508,128.031,4,421,3.0,3.0,3.0,2.0,2.0
Otra vez (feat. J Balvin),Motivan2,Zion & Lennox,2016-09-30,209453,74,0.8320000000000001,0.0559,0.772,0.00048600000000000005,0.44,-5.428999999999999,0.1,96.016,4,2205,3.0,3.0,3.0,2.0,2.0
Brisa,Brisa,Zion & Lennox,2022-04-28,259333,73,0.8170000000000001,0.0938,0.932,0.0284,0.0792,-4.232,0.0467,126.008,4,169,3.0,3.0,3.0,2.0,2.0
La player (Bandolera),La Player (Bandolera),Zion & Lennox,2018-02-23,249608,72,0.769,0.16,0.838,0.0,0.0935,-5.2379999999999995,0.0633,93.99600000000001,4,1694,3.0,3.0,3.0,2.0,2.0
No Es Justo,Vibras,J Balvin,2018-05-25,250840,68,0.684,0.161,0.8109999999999999,0.000363,0.0871,-4.494,0.0714,87.866,4,1603,2.0,2.0,2.0,2.0,2.0
Mejor Sola,Mejor Sola,Kim Loaiza,2021-10-28,230776,68,0.825,0.0566,0.843,3.69e-05,0.5529999999999999,-3.7430000000000003,0.0523,96.006,4,351,999.0,999.0,999.0,999.0,999.0
MÁS DE UNA CITA,LAS QUE NO IBAN A SALIR,Bad Bunny,2020-05-10,183520,66,0.865,0.0122,0.5,7.730000000000001e-05,0.098,-10.805,0.0861,92.976,4,887,3.0,3.0,3.0,2.0,2.0
Coast (feat. Anderson .Paak),Coast,Hailee Steinfeld,2022-07-29,166720,80,0.701,0.0262,0.875,7.32e-06,0.13699999999999998,-4.1,0.0757,111.976,4,77,3.0,3.0,3.0,2.0,2.0
"Let Me Go (with Alesso, Florida Georgia Line & watt)","Let Me Go (with Alesso, Florida Georgia Line & watt)",Hailee Steinfeld,2017-09-08,174800,77,0.664,0.0337,0.708,0.0,0.0841,-4.154,0.0474,103.07,4,1862,3.0,3.0,3.0,2.0,2.0
Starving,Starving,Hailee Steinfeld,2016-07-22,181880,76,0.728,0.37799999999999995,0.616,0.0,0.105,-4.238,0.0645,99.962,4,2275,3.0,3.0,3.0,2.0,2.0
Most Girls,Most Girls,Hailee Steinfeld,2017-04-28,204400,72,0.7559999999999999,0.0478,0.5720000000000001,0.0,0.0853,-7.019,0.0763,102.986,4,1995,3.0,3.0,3.0,2.0,2.0
Love Myself,HAIZ,Hailee Steinfeld,2016-02-26,218773,71,0.617,0.0026,0.759,0.0,0.419,-6.785,0.0678,122.92399999999999,4,2422,3.0,3.0,3.0,2.0,2.0
Capital Letters,Fifty Shades Freed (Original Motion Picture Soundtrack),Various Artists,2018-02-09,219373,71,0.6609999999999999,0.0337,0.8140000000000001,8.27e-06,0.0518,-5.529,0.0759,99.963,4,1708,3.0,3.0,3.0,2.0,2.0
Rock Bottom,HAIZ,Hailee Steinfeld,2016-02-26,198240,68,0.611,0.313,0.706,0.0,0.053,-5.0360000000000005,0.0603,157.968,4,2422,3.0,3.0,3.0,2.0,2.0
Wrong Direction,Half Written Story,Hailee Steinfeld,2020-05-08,248986,68,0.39,0.47200000000000003,0.38799999999999996,0.0,0.157,-9.017000000000001,0.0355,72.934,4,889,3.0,3.0,3.0,2.0,2.0
I Love You's,Half Written Story,Hailee Steinfeld,2020-05-08,216083,65,0.6809999999999999,0.0262,0.7829999999999999,0.0,0.20600000000000002,-4.997,0.18,106.90100000000001,4,889,3.0,3.0,3.0,2.0,2.0
"Flashlight (Sweet Life Mix) - From ""Pitch Perfect 2"" Soundtrack",Pitch Perfect 2 - Special Edition (Original Motion Picture Soundtrack),Various Artists,2015-05-12,178320,63,0.52,0.327,0.623,0.0,0.127,-6.35,0.0711,148.22799999999998,4,2712,3.0,3.0,3.0,2.0,2.0
If I Ain't Got You,The Diary Of Alicia Keys,Alicia Keys,2003-12-02,228706,81,0.609,0.603,0.444,6.86e-06,0.10400000000000001,-9.129,0.106,118.402,3,6891,1.0,2.0,2.0,2.0,2.0
No One,As I Am (Expanded Edition),Alicia Keys,2007-11-09,253813,79,0.644,0.0209,0.5489999999999999,8.85e-06,0.134,-5.415,0.0285,90.04,4,5453,1.0,2.0,2.0,2.0,2.0
Girl on Fire,Girl on Fire (Remixes) - EP,Alicia Keys,2012-11-18,224920,78,0.48200000000000004,0.135,0.706,0.00106,0.105,-5.7620000000000005,0.0607,92.51299999999999,4,3617,1.0,2.0,2.0,2.0,2.0
Empire State of Mind (Part II) Broken Down,The Element Of Freedom,Alicia Keys,2009-12-15,216480,73,0.484,0.74,0.368,3.82e-05,0.11800000000000001,-7.784,0.0341,92.92299999999999,4,4686,1.0,2.0,2.0,2.0,2.0
City of Gods,B.I.B.L.E.,Fivio Foreign,2022-04-08,256000,65,0.469,0.105,0.799,0.0,0.32,-5.983,0.387,147.847,4,189,999.0,999.0,999.0,999.0,999.0
Fallin',Songs In A Minor,Alicia Keys,2001-06-05,210200,70,0.652,0.263,0.609,0.00101,0.233,-7.519,0.037000000000000005,95.986,3,7801,1.0,2.0,2.0,2.0,2.0
You Don't Know My Name,The Diary Of Alicia Keys,Alicia Keys,2003-12-02,366733,68,0.264,0.59,0.6629999999999999,0.00443,0.342,-8.264,0.187,167.078,4,6891,1.0,2.0,2.0,2.0,2.0
Underdog,ALICIA,Alicia Keys,2020-12-18,204400,67,0.657,0.542,0.726,0.0,0.13699999999999998,-4.74,0.0458,90.105,4,665,1.0,2.0,2.0,2.0,2.0
No One - Acoustic,Vault Volume 1,Alicia Keys,2017-04-07,259569,67,0.38,0.7120000000000001,0.325,0.0,0.0997,-5.862,0.0328,89.898,4,2016,1.0,2.0,2.0,2.0,2.0
Material Girl,Celebration (double disc version),Madonna,2009-09-18,240280,77,0.742,0.33299999999999996,0.883,7.51e-06,0.0964,-3.4189999999999996,0.0329,136.506,4,4774,2.0,3.0,2.0,2.0,2.0
Frozen,Frozen,Madonna,2021-12-03,120157,76,0.706,0.267,0.633,0.0192,0.175,-9.584,0.0419,110.005,4,315,2.0,3.0,2.0,2.0,2.0
Hung Up,Confessions on a Dance Floor,Madonna,2005-11-11,337733,76,0.649,0.0039,0.647,0.161,0.0686,-7.695,0.0452,125.02,4,6181,2.0,3.0,2.0,2.0,2.0
La Isla Bonita,True Blue (Reissue),Madonna,1986-06-30,242733,74,0.7240000000000001,0.304,0.8220000000000001,1.3800000000000002e-05,0.0553,-4.374,0.0333,99.9,4,13255,2.0,3.0,2.0,2.0,2.0
Like a Prayer,Celebration (double disc version),Madonna,2009-09-18,342680,74,0.624,0.264,0.8420000000000001,2.11e-05,0.18100000000000002,-5.285,0.0376,111.037,4,4774,2.0,3.0,2.0,2.0,2.0
Like a Virgin,Like a Virgin (Reissue),Madonna,1984-11-12,218626,72,0.7709999999999999,0.152,0.655,0.00197,0.0685,-10.842,0.0372,119.74700000000001,4,13850,2.0,3.0,2.0,2.0,2.0
4 Minutes (feat. Justin Timberlake & Timbaland),Celebration (double disc version),Madonna,2009-09-18,189693,72,0.753,0.009940000000000001,0.9309999999999999,0.006959999999999999,0.23399999999999999,-4.922,0.0652,113.029,4,4774,2.0,3.0,2.0,2.0,2.0
Papa Don't Preach,True Blue (Reissue),Madonna,1986-06-30,268533,67,0.833,0.34299999999999997,0.934,7.55e-06,0.0521,-3.2430000000000003,0.0313,121.87899999999999,4,13255,2.0,3.0,2.0,2.0,2.0
BREAK MY SOUL - THE QUEENS REMIX,BREAK MY SOUL (THE QUEENS REMIX),Beyoncé,2022-07-26,356000,67,0.765,0.037000000000000005,0.768,0.000302,0.0563,-6.215,0.106,119.988,4,80,2.0,2.0,2.0,2.0,2.0
Vogue,The Immaculate Collection,Madonna,1990-11-09,317080,62,0.748,0.0034799999999999996,0.84,0.00647,0.44,-7.7010000000000005,0.0421,115.99700000000001,4,11662,2.0,3.0,2.0,2.0,2.0
Drop It Like It's Hot,R&G (Rhythm & Gangsta): The Masterpiece,Snoop Dogg,2004-01-01,266066,77,0.888,0.19,0.632,0.0,0.10099999999999999,-3.872,0.21899999999999997,91.979,4,6861,2.0,2.0,2.0,2.0,2.0
From The D 2 The LBC (with Snoop Dogg),Curtain Call 2,Eminem,2022-08-05,213745,66,0.718,0.0988,0.768,0.0,0.0957,-7.87,0.25,164.03799999999998,4,70,2.0,2.0,2.0,2.0,2.0
Sweat - Remix,Sweat (Snoop Dogg Vs. David Guetta) [Remix],Snoop Dogg,2011-01-01,195986,70,0.813,0.0597,0.732,0.00137,0.0826,-5.636,0.03,130.02,4,4304,2.0,2.0,2.0,2.0,2.0
Qué Maldición,Qué Maldición,Banda MS de Sergio Lizárraga,2020-05-01,203360,68,0.755,0.213,0.531,0.0,0.13,-8.051,0.196,177.951,4,896,1.0,3.0,2.0,2.0,2.0
Beautiful,Paid Tha Cost To Be Da Bo$$,Snoop Dogg,2002-01-01,298306,65,0.907,0.24600000000000002,0.695,0.0,0.0808,-6.268,0.135,101.007,4,7591,2.0,2.0,2.0,2.0,2.0
I Wanna Fuck You,Sexy Songs 2020,Various Artists,2020-06-05,178840,56,0.861,0.0459,0.48,0.0,0.35100000000000003,-8.433,0.0512,99.97200000000001,4,861,3.0,3.0,3.0,2.0,2.0
"My Family - from ""The Addams Family""","My Family (feat. Migos) [from ""The Addams Family""]",KAROL G,2019-09-13,177352,67,0.782,0.309,0.775,0.0,0.322,-4.49,0.0975,135.966,4,1127,2.0,2.0,2.0,2.0,2.0
Latch,Settle (Deluxe),Disclosure,2013-06-03,255866,72,0.7290000000000001,0.0178,0.735,0.000193,0.08900000000000001,-5.455,0.0919,121.986,4,3420,3.0,3.0,3.0,2.0,2.0
You & Me - Flume Remix,Settle (The Remixes),Disclosure,2013-06-11,282812,68,0.593,0.382,0.392,0.00011399999999999999,0.131,-6.872000000000001,0.0257,75.065,4,3412,3.0,3.0,3.0,2.0,2.0
Know Your Worth,Know Your Worth,Khalid,2020-02-04,181436,71,0.79,0.145,0.6940000000000001,0.00252,0.281,-7.726,0.0708,103.007,4,983,3.0,3.0,3.0,2.0,2.0
Talk,Talk,Khalid,2019-02-07,197487,70,0.9,0.0501,0.4,0.0,0.0876,-8.443,0.124,136.001,4,1345,3.0,3.0,3.0,2.0,2.0
Omen - Radio Edit,Omen (Radio Edit),Disclosure,2015-07-27,196817,65,0.6709999999999999,0.115,0.7859999999999999,0.0,0.363,-4.857,0.14,106.057,4,2636,3.0,3.0,3.0,2.0,2.0
Magnets,Caracal (Deluxe),Disclosure,2015-09-25,199245,65,0.7040000000000001,0.0626,0.628,1.49e-06,0.10300000000000001,-7.882000000000001,0.162,92.005,4,2576,3.0,3.0,3.0,2.0,2.0
Know Your Worth (feat. Davido & Tems),Know Your Worth (feat. Davido & Tems),Khalid,2020-04-23,191067,64,0.8190000000000001,0.0133,0.7440000000000001,0.0017699999999999999,0.0995,-6.8260000000000005,0.0799,102.995,4,904,3.0,3.0,3.0,2.0,2.0
Waterfall,Waterfall,Disclosure,2022-03-22,232120,55,0.691,0.0212,0.733,5.610000000000001e-05,0.0894,-6.8870000000000005,0.0572,128.03799999999998,4,206,3.0,3.0,3.0,2.0,2.0
Omen,Caracal (Deluxe),Disclosure,2015-09-25,230250,63,0.723,0.0614,0.6779999999999999,0.0,0.37200000000000005,-5.224,0.125,106.01,4,2576,3.0,3.0,3.0,2.0,2.0
Tondo,ENERGY (Deluxe),Disclosure,2020-08-28,329280,63,0.675,0.0126,0.92,0.11699999999999999,0.32899999999999996,-7.153,0.0539,132.001,4,777,3.0,3.0,3.0,2.0,2.0
Have You Ever Seen The Rain,Pendulum (Expanded Edition),Creedence Clearwater Revival,1970-12-07,160133,84,0.741,0.0664,0.6970000000000001,2.2800000000000002e-05,0.133,-7.028,0.0277,116.109,4,18939,2.0,2.0,2.0,2.0,2.0
Fortunate Son,Willy And The Poor Boys (Expanded Edition),Creedence Clearwater Revival,1969-11-02,140773,83,0.64,0.201,0.6629999999999999,0.00806,0.152,-7.516,0.0374,132.77,4,19339,2.0,2.0,2.0,2.0,2.0
Bad Moon Rising,Green River (Expanded Edition),Creedence Clearwater Revival,1969-08-03,141600,80,0.508,0.0586,0.774,4.87e-06,0.063,-5.973,0.0321,178.946,4,19430,2.0,2.0,2.0,2.0,2.0
Down On The Corner,Willy And The Poor Boys (Expanded Edition),Creedence Clearwater Revival,1969-11-02,166280,74,0.858,0.583,0.544,0.00109,0.0707,-9.289,0.0751,108.21700000000001,4,19339,2.0,2.0,2.0,2.0,2.0
Proud Mary,Bayou Country (Expanded Edition),Creedence Clearwater Revival,1969-01-05,187213,73,0.6990000000000001,0.13,0.6409999999999999,0.000218,0.0601,-7.564,0.0289,120.745,4,19640,2.0,2.0,2.0,2.0,2.0
Green River,Green River (Expanded Edition),Creedence Clearwater Revival,1969-08-03,154120,71,0.7020000000000001,0.0312,0.772,0.00837,0.0809,-9.677,0.0277,141.694,4,19430,2.0,2.0,2.0,2.0,2.0
Up Around The Bend,Cosmo's Factory,Creedence Clearwater Revival,1970-07-24,159172,68,0.606,0.00532,0.9079999999999999,0.823,0.245,-5.736000000000001,0.037000000000000005,130.12,4,19075,2.0,2.0,2.0,2.0,2.0
Born On The Bayou,Bayou Country (Expanded Edition),Creedence Clearwater Revival,1969-01-05,315200,67,0.6559999999999999,0.0553,0.601,0.0667,0.0974,-7.734,0.0389,117.296,4,19640,2.0,2.0,2.0,2.0,2.0
Who'll Stop The Rain,Cosmo's Factory,Creedence Clearwater Revival,1970-07-24,147279,67,0.627,0.00804,0.873,0.000583,0.0555,-5.415,0.0311,123.113,4,19075,2.0,2.0,2.0,2.0,2.0
Cotton Fields,Willy And The Poor Boys (Expanded Edition),Creedence Clearwater Revival,1969-11-02,177266,66,0.5820000000000001,0.237,0.6409999999999999,0.0,0.132,-7.621,0.0297,148.634,4,19339,2.0,2.0,2.0,2.0,2.0
I'll Be There,Always in Between (Deluxe),Jess Glynne,2018-10-12,194386,68,0.627,0.0288,0.858,0.0,0.19899999999999998,-3.116,0.0394,100.074,4,1463,1.0,2.0,2.0,2.0,2.0
Take Me Home,I Cry When I Laugh,Jess Glynne,2015-01-01,265381,57,0.5579999999999999,0.292,0.451,0.0,0.10099999999999999,-6.162999999999999,0.0388,150.00799999999998,4,2843,1.0,2.0,2.0,2.0,2.0
Don't Be so Hard on Yourself,I Cry When I Laugh,Jess Glynne,2015-01-01,211460,56,0.5710000000000001,0.0608,0.815,0.0,0.163,-3.267,0.0321,120.008,4,2843,1.0,2.0,2.0,2.0,2.0
I'll Be There - Cahill Remix,I'll Be There (Cahill Remix),Jess Glynne,2018-06-08,183991,63,0.595,0.00198,0.887,3.91e-05,0.0518,-3.6069999999999998,0.0387,124.073,4,1589,1.0,2.0,2.0,2.0,2.0
Hold My Hand,I Cry When I Laugh,Jess Glynne,2015-01-01,227343,54,0.642,0.00159,0.823,0.0,0.0776,-5.7170000000000005,0.0289,122.977,4,2843,1.0,2.0,2.0,2.0,2.0
