,name,album,artist,release_date,length,popularity_,danceability,acousticness,energy,instrumentalness,liveness,loudness,speechiness,tempo,time_signature,days_since,liveness_speechiness_feat,danceability_speechiness_feat,length_speechiness_feat,instrumentalness_time_signature_feat,length_tempo_feat,Unnamed: 0,artist_id,popularity_meta,followers,popularity_sum,popularity_count,popularity_sum_album,popularity_count_album,artist_avg_pop_other,album_avg_pop_other,imputed_album_avg_pop_other
869,Your Song,Elton John,Elton John,1970-04-10,241786,79,0.5539999999999999,0.828,0.315,5.53e-06,0.101,-11.028,0.0298,128.157,4,19180,1.0,2.0,2.0,2.0,2.0,34.0,3PhoLpVuITZKcymswpck5b,83.0,10431804.0,819,11,79,1,74.0,74.0,1
870,Don't Go Breaking My Heart,Rock Of The Westies,Elton John,1975-10-24,275440,79,0.7290000000000001,0.149,0.8440000000000001,2.87e-06,0.0604,-8.824,0.0344,131.459,4,17157,1.0,2.0,2.0,2.0,2.0,34.0,3PhoLpVuITZKcymswpck5b,83.0,10431804.0,819,11,79,1,74.0,74.0,1
871,Tiny Dancer,Madman Across The Water,Elton John,1971-11-05,377093,78,0.414,0.382,0.428,0.000243,0.14800000000000002,-11.097,0.0278,145.075,4,18606,1.0,2.0,2.0,2.0,2.0,34.0,3PhoLpVuITZKcymswpck5b,83.0,10431804.0,819,11,78,1,74.1,74.1,1
872,Bennie And The Jets - Remastered 2014,Goodbye Yellow Brick Road (Remastered),Elton John,1973-10-05,322548,75,0.665,0.259,0.6729999999999999,7.62e-06,0.4970000000000001,-7.95,0.0493,132.642,4,17906,1.0,2.0,2.0,2.0,2.0,34.0,3PhoLpVuITZKcymswpck5b,83.0,10431804.0,819,11,149,2,74.4,74.0,0
873,Sacrifice,Sleeping With The Past (Remastered with bonus tracks),Elton John,1989-08-29,304133,74,0.7559999999999999,0.0165,0.422,0.00183,0.0368,-12.967,0.0292,112.751,4,12099,1.0,2.0,2.0,2.0,2.0,34.0,3PhoLpVuITZKcymswpck5b,83.0,10431804.0,819,11,74,1,74.5,74.5,1
874,Goodbye Yellow Brick Road - Remastered 2014,Goodbye Yellow Brick Road (Remastered),Elton John,1973-10-05,192826,74,0.5589999999999999,0.446,0.473,0.00141,0.154,-7.7120000000000015,0.0279,121.227,4,17906,1.0,2.0,2.0,2.0,2.0,34.0,3PhoLpVuITZKcymswpck5b,83.0,10431804.0,819,11,149,2,74.5,75.0,0
875,Centuries,American Beauty/American Psycho,Fall Out Boy,2015-01-20,228360,81,0.393,0.00359,0.858,0.0,0.102,-2.8680000000000003,0.0729,176.042,4,2824,3.0,3.0,3.0,2.0,2.0,172.0,4UXqAaa6dQYAk18Lv7PEgX,77.0,9635695.0,673,9,225,3,74.0,72.0,0
876,Thnks fr th Mmrs,Infinity On High,Fall Out Boy,2007-01-01,203506,79,0.459,0.00511,0.8909999999999999,0.0,0.106,-5.057,0.0623,154.83700000000005,4,5765,3.0,3.0,3.0,2.0,2.0,172.0,4UXqAaa6dQYAk18Lv7PEgX,77.0,9635695.0,673,9,149,2,74.25,70.0,0
877,"Sugar, We're Goin Down",From Under The Cork Tree,Fall Out Boy,2005-05-03,229093,79,0.494,0.00579,0.8420000000000001,0.0,0.122,-4.784,0.0843,162.011,4,6373,3.0,3.0,3.0,2.0,2.0,172.0,4UXqAaa6dQYAk18Lv7PEgX,77.0,9635695.0,673,9,156,2,74.25,77.0,0
878,"Dance, Dance",From Under The Cork Tree,Fall Out Boy,2005-05-03,180266,77,0.622,0.005229999999999999,0.961,0.0,0.0854,-3.198,0.154,114.452,4,6373,3.0,3.0,3.0,2.0,2.0,172.0,4UXqAaa6dQYAk18Lv7PEgX,77.0,9635695.0,673,9,156,2,74.5,79.0,0
879,Immortals,American Beauty/American Psycho,Fall Out Boy,2015-01-20,189386,75,0.616,0.00131,0.868,1.54e-06,0.6709999999999999,-3.606,0.0699,108.016,4,2824,3.0,3.0,3.0,2.0,2.0,172.0,4UXqAaa6dQYAk18Lv7PEgX,77.0,9635695.0,673,9,225,3,74.75,75.0,0
880,My Songs Know What You Did In The Dark (Light Em Up),Save Rock And Roll,Fall Out Boy,2013-01-01,186826,73,0.5579999999999999,0.0271,0.924,3.32e-06,0.537,-4.341,0.064,151.99,4,3573,3.0,3.0,3.0,2.0,2.0,172.0,4UXqAaa6dQYAk18Lv7PEgX,77.0,9635695.0,673,9,143,2,75.0,70.0,0
881,"This Ain't A Scene, It's An Arms Race",Infinity On High,Fall Out Boy,2007-01-01,212040,70,0.435,0.0007469999999999999,0.887,0.0,0.0327,-4.07,0.0636,199.935,4,5765,3.0,3.0,3.0,2.0,2.0,172.0,4UXqAaa6dQYAk18Lv7PEgX,77.0,9635695.0,673,9,149,2,75.375,79.0,0
882,The Phoenix,Save Rock And Roll,Fall Out Boy,2013-01-01,244960,70,0.562,0.000539,0.964,1.57e-06,0.579,-2.991,0.07200000000000001,138.063,4,3573,3.0,3.0,3.0,2.0,2.0,172.0,4UXqAaa6dQYAk18Lv7PEgX,77.0,9635695.0,673,9,143,2,75.375,73.0,0
883,Uma Thurman,American Beauty/American Psycho,Fall Out Boy,2015-01-20,211573,69,0.623,0.103,0.962,0.000174,0.264,-2.616,0.0895,149.963,4,2824,3.0,3.0,3.0,2.0,2.0,172.0,4UXqAaa6dQYAk18Lv7PEgX,77.0,9635695.0,673,9,225,3,75.5,78.0,0
884,Back In Black,Back In Black,AC/DC,1980-07-25,255493,85,0.31,0.011,0.7,0.00965,0.0828,-5.678,0.047,188.386,4,15421,3.0,3.0,3.0,2.0,2.0,173.0,711MCceyCBcFnzjGY4Q7Un,80.0,24890975.0,781,10,315,4,77.33333333333333,76.66666666666667,0
885,Highway to Hell,Highway to Hell,AC/DC,1979-07-27,208400,85,0.574,0.061,0.913,0.00158,0.156,-4.793,0.133,115.728,4,15785,3.0,3.0,3.0,2.0,2.0,173.0,711MCceyCBcFnzjGY4Q7Un,80.0,24890975.0,781,10,85,1,77.33333333333333,77.33333333333333,1
886,Thunderstruck,The Razors Edge,AC/DC,1990-09-24,292880,84,0.502,0.000147,0.89,0.0117,0.217,-5.175,0.0364,133.52,4,11708,3.0,3.0,3.0,2.0,2.0,173.0,711MCceyCBcFnzjGY4Q7Un,80.0,24890975.0,781,10,84,1,77.44444444444444,77.44444444444444,1
887,You Shook Me All Night Long,Back In Black,AC/DC,1980-07-25,210173,81,0.532,0.00287,0.767,0.000513,0.39,-5.509,0.0574,127.361,4,15421,3.0,3.0,3.0,2.0,2.0,173.0,711MCceyCBcFnzjGY4Q7Un,80.0,24890975.0,781,10,315,4,77.77777777777777,78.0,0
888,T.N.T.,High Voltage,AC/DC,1976-05-14,214666,79,0.754,0.153,0.759,0.000108,0.101,-5.218,0.302,126.366,4,16954,3.0,3.0,3.0,2.0,2.0,173.0,711MCceyCBcFnzjGY4Q7Un,80.0,24890975.0,781,10,151,2,78.0,72.0,0
889,Hells Bells,Back In Black,AC/DC,1980-07-25,312293,75,0.389,0.00532,0.873,0.0055,0.273,-4.768,0.0475,106.767,4,15421,3.0,3.0,3.0,2.0,2.0,173.0,711MCceyCBcFnzjGY4Q7Un,80.0,24890975.0,781,10,315,4,78.44444444444444,80.0,0
890,Dirty Deeds Done Dirt Cheap,Dirty Deeds Done Dirt Cheap,AC/DC,1976-09-20,231933,75,0.6679999999999999,0.214,0.906,0.00245,0.135,-4.881,0.17,135.653,4,16825,3.0,3.0,3.0,2.0,2.0,173.0,711MCceyCBcFnzjGY4Q7Un,80.0,24890975.0,781,10,75,1,78.44444444444444,78.44444444444444,1
891,Shoot to Thrill,Back In Black,AC/DC,1980-07-25,317426,74,0.457,0.000239,0.904,0.0879,0.396,-5.303,0.0747,141.03799999999995,4,15421,3.0,3.0,3.0,2.0,2.0,173.0,711MCceyCBcFnzjGY4Q7Un,80.0,24890975.0,781,10,315,4,78.55555555555556,80.33333333333333,0
892,It's a Long Way to the Top (If You Wanna Rock 'N' Roll),High Voltage,AC/DC,1976-05-14,301226,72,0.456,0.133,0.863,0.0538,0.0553,-3.551,0.0894,135.96200000000002,4,16954,3.0,3.0,3.0,2.0,2.0,173.0,711MCceyCBcFnzjGY4Q7Un,80.0,24890975.0,781,10,151,2,78.77777777777777,79.0,0
893,Rock N Roll Train,Black Ice,AC/DC,2008-10-20,261506,71,0.547,0.000998,0.931,0.0118,0.278,-2.356,0.0615,118.4,4,5107,3.0,3.0,3.0,2.0,2.0,173.0,711MCceyCBcFnzjGY4Q7Un,80.0,24890975.0,781,10,71,1,78.88888888888889,78.88888888888889,1
895,Freaky Deaky,Freaky Deaky,Tyga,2022-02-25,215281,77,0.799,0.019,0.653,0.0,0.0935,-5.4529999999999985,0.037000000000000005,104.019,4,231,3.0,3.0,3.0,2.0,2.0,175.0,5LHRHt1k9lMyONurDHEdrp,79.0,6680731.0,441,6,77,1,72.8,72.8,1
896,Loco Contigo (feat. J. Balvin & Tyga),Carte Blanche,DJ Snake,2019-07-25,185194,75,0.6940000000000001,0.278,0.758,1.34e-06,0.102,-2.986,0.218,192.091,4,1177,3.0,3.0,3.0,2.0,2.0,42.0,540vIaP2JwjQb9dm3aArA4,76.0,8206778.0,677,9,149,2,75.25,74.0,0
897,Sunshine,Sunshine,Tyga,2022-08-12,188964,75,0.746,0.0267,0.647,0.0,0.052000000000000005,-6.672999999999999,0.106,97.989,4,63,3.0,3.0,3.0,2.0,2.0,175.0,5LHRHt1k9lMyONurDHEdrp,79.0,6680731.0,441,6,158,2,73.2,83.0,0
898,Ice Cream Man,Fuk Wat They Talkin Bout,Tyga,2015-08-24,186672,74,0.902,0.16699999999999998,0.67,0.0,0.107,-4.074,0.19,144.07,4,2608,3.0,3.0,3.0,2.0,2.0,175.0,5LHRHt1k9lMyONurDHEdrp,79.0,6680731.0,441,6,74,1,73.4,73.4,1
899,Taste (feat. Offset),Legendary,Tyga,2019-06-07,229210,72,0.866,0.0293,0.613,0.0,0.104,-6.385,0.151,98.001,4,1225,3.0,3.0,3.0,2.0,2.0,175.0,5LHRHt1k9lMyONurDHEdrp,79.0,6680731.0,441,6,72,1,73.8,73.8,1
900,Juicy,Hot Pink,Doja Cat,2019-11-07,203093,73,0.785,0.102,0.652,0.0,0.0697,-2.607,0.0668,170.024,4,1072,3.0,3.0,3.0,2.0,2.0,9.0,5cj0lLjcoR7YOSnhnX0Po5,86.0,23023983.0,828,10,236,3,83.88888888888889,81.5,0
901,Ayo,Fan of A Fan The Album (Expanded Edition),Chris Brown,2015-02-24,225226,72,0.823,0.0399,0.563,0.0,0.0851,-5.095,0.0443,98.031,4,2789,3.0,3.0,3.0,2.0,2.0,90.0,7bXgB6jMjp9ATFy66eO08Z,87.0,17544142.0,764,10,72,1,76.88888888888889,76.88888888888889,1
902,Lift Me Up,Lift Me Up,Tyga,2021-11-19,168224,72,0.913,0.0163,0.534,0.000875,0.269,-6.047999999999999,0.0571,107.054,4,329,3.0,3.0,3.0,2.0,2.0,175.0,5LHRHt1k9lMyONurDHEdrp,79.0,6680731.0,441,6,72,1,73.8,73.8,1
903,Ayy Macarena,Ayy Macarena,Tyga,2019-11-13,131606,71,0.816,0.133,0.629,0.0,0.0692,-5.568,0.226,96.493,4,1066,3.0,3.0,3.0,2.0,2.0,175.0,5LHRHt1k9lMyONurDHEdrp,79.0,6680731.0,441,6,71,1,74.0,74.0,1
904,Just Give Me a Reason (feat. Nate Ruess),The Truth About Love,P!nk,2012-09-18,242733,82,0.778,0.34600000000000003,0.547,0.000302,0.132,-7.273,0.0489,95.002,4,3678,3.0,3.0,3.0,2.0,2.0,176.0,1KCSPY1glIKqW2TotWuXOR,79.0,14063982.0,744,10,232,3,73.55555555555556,75.0,0
905,Try,The Truth About Love,P!nk,2012-09-18,247906,78,0.674,0.00144,0.628,0.0,0.0944,-7.079,0.03,103.998,4,3678,3.0,3.0,3.0,2.0,2.0,176.0,1KCSPY1glIKqW2TotWuXOR,79.0,14063982.0,744,10,232,3,74.0,77.0,0
906,Raise Your Glass,Raise Your Glass,P!nk,2010-10-05,202960,77,0.7,0.0048,0.7090000000000001,0.0,0.029,-5.006,0.0838,122.019,4,4392,3.0,3.0,3.0,2.0,2.0,176.0,1KCSPY1glIKqW2TotWuXOR,79.0,14063982.0,744,10,77,1,74.11111111111111,74.11111111111111,1
907,So What,Funhouse (Expanded Edition),P!nk,2008-10-24,215160,77,0.534,0.000334,0.87,0.0,0.241,-3.0780000000000003,0.0425,126.019,4,5103,3.0,3.0,3.0,2.0,2.0,176.0,1KCSPY1glIKqW2TotWuXOR,79.0,14063982.0,744,10,77,1,74.11111111111111,74.11111111111111,1
908,Cover Me In Sunshine,All I Know So Far: Setlist,P!nk,2021-05-21,138573,68,0.473,0.0528,0.5920000000000001,0.0,0.131,-6.859,0.138,159.7,4,511,3.0,3.0,3.0,2.0,2.0,176.0,1KCSPY1glIKqW2TotWuXOR,79.0,14063982.0,744,10,68,1,75.11111111111111,75.11111111111111,1
909,What About Us,Beautiful Trauma,P!nk,2017-10-13,269600,75,0.491,0.0281,0.588,2.01e-06,0.0906,-6.1770000000000005,0.0506,113.608,4,1827,3.0,3.0,3.0,2.0,2.0,176.0,1KCSPY1glIKqW2TotWuXOR,79.0,14063982.0,744,10,75,1,74.33333333333333,74.33333333333333,1
910,Irrelevant,Irrelevant,P!nk,2022-07-14,232384,73,0.672,0.0244,0.799,3.18e-05,0.0945,-3.664,0.0973,144.011,4,92,3.0,3.0,3.0,2.0,2.0,176.0,1KCSPY1glIKqW2TotWuXOR,79.0,14063982.0,744,10,73,1,74.55555555555556,74.55555555555556,1
911,True Love (feat. Lily Allen),The Truth About Love,P!nk,2012-09-18,230733,72,0.457,0.00144,0.823,0.0,0.108,-4.76,0.311,192.205,4,3678,3.0,3.0,3.0,2.0,2.0,176.0,1KCSPY1glIKqW2TotWuXOR,79.0,14063982.0,744,10,232,3,74.66666666666667,80.0,0
912,Who Knew,I'm Not Dead,P!nk,2006-04-04,208493,72,0.688,0.00462,0.7340000000000001,0.0,0.0756,-4.569,0.0274,140.004,4,6037,3.0,3.0,3.0,2.0,2.0,176.0,1KCSPY1glIKqW2TotWuXOR,79.0,14063982.0,744,10,72,1,74.66666666666667,74.66666666666667,1
913,Get the Party Started,M!ssundaztood (Expanded Edition),P!nk,2001-01-01,192533,70,0.802,0.0011,0.903,0.0,0.173,-3.267,0.046,128.93,4,7956,3.0,3.0,3.0,2.0,2.0,176.0,1KCSPY1glIKqW2TotWuXOR,79.0,14063982.0,744,10,70,1,74.88888888888889,74.88888888888889,1
914,New Light,Sob Rock,John Mayer,2021-07-16,217426,77,0.826,0.316,0.6940000000000001,0.0285,0.07400000000000001,-7.862,0.0315,123.932,4,455,2.0,2.0,2.0,2.0,2.0,177.0,0hEurMDQu99nJRq8pTxO14,76.0,5683525.0,733,10,218,3,72.88888888888889,70.5,0
915,Slow Dancing in a Burning Room,Continuum,John Mayer,2006-09-11,242000,75,0.667,0.575,0.361,0.00506,0.0805,-8.69,0.0273,134.018,5,5877,2.0,2.0,2.0,2.0,2.0,177.0,0hEurMDQu99nJRq8pTxO14,76.0,5683525.0,733,10,222,3,73.11111111111111,73.5,0
916,You're Gonna Live Forever in Me,The Search for Everything,John Mayer,2017-04-14,190013,75,0.542,0.983,0.131,0.00544,0.156,-14.104,0.0316,136.161,4,2009,2.0,2.0,2.0,2.0,2.0,177.0,0hEurMDQu99nJRq8pTxO14,76.0,5683525.0,733,10,75,1,73.11111111111111,73.11111111111111,1
917,Your Body Is a Wonderland,Room For Squares,John Mayer,2001-08-16,249626,75,0.647,0.0206,0.7290000000000001,0.0489,0.134,-6.251,0.0236,94.01,4,7729,2.0,2.0,2.0,2.0,2.0,177.0,0hEurMDQu99nJRq8pTxO14,76.0,5683525.0,733,10,75,1,73.11111111111111,73.11111111111111,1
918,Waiting On the World to Change,Continuum,John Mayer,2006-09-11,201173,74,0.578,0.157,0.7559999999999999,0.000232,0.249,-5.82,0.115,176.739,4,5877,2.0,2.0,2.0,2.0,2.0,177.0,0hEurMDQu99nJRq8pTxO14,76.0,5683525.0,733,10,222,3,73.22222222222223,74.0,0
919,"Free Fallin' - Live at the Nokia Theatre, Los Angeles, CA - December 2007",Where the Light Is: John Mayer Live In Los Angeles,John Mayer,2008-01-01,263573,73,0.315,0.7709999999999999,0.29600000000000004,0.0,0.7020000000000001,-13.262,0.0315,173.509,4,5400,2.0,2.0,2.0,2.0,2.0,177.0,0hEurMDQu99nJRq8pTxO14,76.0,5683525.0,733,10,73,1,73.33333333333333,73.33333333333333,1
920,Gravity,Continuum,John Mayer,2006-09-11,245826,73,0.753,0.731,0.326,0.00131,0.24,-9.883,0.0342,123.799,3,5877,2.0,2.0,2.0,2.0,2.0,177.0,0hEurMDQu99nJRq8pTxO14,76.0,5683525.0,733,10,222,3,73.33333333333333,74.5,0
921,I Guess I Just Feel Like,Sob Rock,John Mayer,2021-07-16,286386,71,0.5479999999999999,0.515,0.483,0.0674,0.0922,-9.102,0.0268,159.952,4,455,2.0,2.0,2.0,2.0,2.0,177.0,0hEurMDQu99nJRq8pTxO14,76.0,5683525.0,733,10,218,3,73.55555555555556,73.5,0
922,XO,XO,John Mayer,2014-05-27,213626,70,0.431,0.7490000000000001,0.377,0.0,0.211,-9.753,0.0288,173.67,4,3062,2.0,2.0,2.0,2.0,2.0,177.0,0hEurMDQu99nJRq8pTxO14,76.0,5683525.0,733,10,70,1,73.66666666666667,73.66666666666667,1
923,Last Train Home,Sob Rock,John Mayer,2021-07-16,187306,70,0.591,0.235,0.831,0.0014199999999999998,0.0571,-6.612,0.0355,93.007,4,455,2.0,2.0,2.0,2.0,2.0,177.0,0hEurMDQu99nJRq8pTxO14,76.0,5683525.0,733,10,218,3,73.66666666666667,74.0,0
924,The Grinch,A Love Letter To You 4,Trippie Redd,2019-11-22,91288,81,0.6759999999999999,0.13699999999999998,0.503,6.36e-05,0.0981,-6.115,0.0971,162.85,4,1057,3.0,3.0,3.0,2.0,2.0,178.0,6Xgp2XMz1fhVYe7i6yNAax,82.0,8116055.0,1028,14,152,2,72.84615384615384,71.0,0
925,Taking A Walk,LIFE'S A TRIP,Trippie Redd,2018-08-10,121680,79,0.767,0.68,0.5379999999999999,0.0,0.192,-6.044,0.052000000000000005,81.031,4,1526,3.0,3.0,3.0,2.0,2.0,178.0,6Xgp2XMz1fhVYe7i6yNAax,82.0,8116055.0,1028,14,224,3,73.0,72.5,0
926,1400 / 999 Freestyle,A Love Letter To You 3,Trippie Redd,2018-11-09,175954,78,0.825,0.0079,0.5720000000000001,0.0,0.113,-6.067,0.0864,141.991,4,1435,3.0,3.0,3.0,2.0,2.0,178.0,6Xgp2XMz1fhVYe7i6yNAax,82.0,8116055.0,1028,14,78,1,73.07692307692308,73.07692307692308,1
927,Miss The Rage (feat. Playboi Carti),Trip At Knight (Complete Edition),Trippie Redd,2021-08-21,236883,76,0.581,0.0151,0.877,0.0,0.826,-4.938,0.114,77.006,4,419,3.0,3.0,3.0,2.0,2.0,178.0,6Xgp2XMz1fhVYe7i6yNAax,82.0,8116055.0,1028,14,220,3,73.23076923076923,72.0,0
928,Rich MF (feat. Polo G & Lil Durk),Trip At Knight (Complete Edition),Trippie Redd,2021-08-21,247714,74,0.7559999999999999,0.0849,0.698,0.0,0.221,-5.464,0.17800000000000002,77.497,4,419,3.0,3.0,3.0,2.0,2.0,178.0,6Xgp2XMz1fhVYe7i6yNAax,82.0,8116055.0,1028,14,220,3,73.38461538461539,73.0,0
929,"Save Me, Please",First Draft,Trippie Redd,2022-09-30,127934,74,0.6409999999999999,0.865,0.299,1.35e-06,0.126,-10.046,0.0285,143.121,4,14,3.0,3.0,3.0,2.0,2.0,178.0,6Xgp2XMz1fhVYe7i6yNAax,82.0,8116055.0,1028,14,74,1,73.38461538461539,73.38461538461539,1
930,Love Scars,A Love Letter To You,Trippie Redd,2017-05-14,143969,73,0.659,0.000404,0.614,0.0,0.123,-7.32,0.0541,119.405,4,1979,3.0,3.0,3.0,2.0,2.0,178.0,6Xgp2XMz1fhVYe7i6yNAax,82.0,8116055.0,1028,14,138,2,73.46153846153847,65.0,0
931,Big 14 (feat. Offset & Moneybagg Yo),Big 14 (feat. Offset & Moneybagg Yo),Trippie Redd,2022-08-05,247458,73,0.71,0.199,0.828,0.0,0.168,-4.725,0.0726,128.02700000000002,4,70,3.0,3.0,3.0,2.0,2.0,178.0,6Xgp2XMz1fhVYe7i6yNAax,82.0,8116055.0,1028,14,73,1,73.46153846153847,73.46153846153847,1
932,Dark Knight Dummo,LIFE'S A TRIP,Trippie Redd,2018-08-10,256162,73,0.28,0.16699999999999998,0.821,0.0,0.139,-2.864,0.111,181.444,3,1526,3.0,3.0,3.0,2.0,2.0,178.0,6Xgp2XMz1fhVYe7i6yNAax,82.0,8116055.0,1028,14,224,3,73.46153846153847,75.5,0
933,Who Needs Love,A Love Letter To You 4,Trippie Redd,2019-11-22,158532,71,0.85,0.763,0.516,0.0,0.0896,-7.664,0.0714,108.963,4,1057,3.0,3.0,3.0,2.0,2.0,178.0,6Xgp2XMz1fhVYe7i6yNAax,82.0,8116055.0,1028,14,152,2,73.61538461538461,81.0,0
934,Stir Fry,Culture II,Migos,2018-01-26,190288,77,0.8170000000000001,0.00263,0.816,0.0,0.159,-5.402,0.269,181.982,4,1722,2.0,2.0,2.0,2.0,2.0,78.0,6oMuImdp5ZcFhWP0ESe6mG,78.0,12724753.0,512,7,367,5,72.5,72.5,0
935,Pure Water (with Migos),Perfect Ten,Mustard,2019-06-28,192470,76,0.682,0.174,0.5589999999999999,0.0,0.344,-5.545,0.127,202.015,4,1204,999.0,999.0,999.0,999.0,999.0,179.0,0YinUQ50QDB7ZxSCLyQ40k,73.0,1009835.0,156,2,156,2,80.0,80.0,0
936,Walk It Talk It,Culture II,Migos,2018-01-26,276147,76,0.907,0.0876,0.633,2.6e-06,0.106,-5.145,0.184,145.914,4,1722,2.0,2.0,2.0,2.0,2.0,78.0,6oMuImdp5ZcFhWP0ESe6mG,78.0,12724753.0,512,7,367,5,72.66666666666667,72.75,0
937,Bad and Boujee (feat. Lil Uzi Vert),Culture,Migos,2017-01-27,343150,75,0.926,0.0611,0.6659999999999999,0.0,0.123,-5.314,0.244,127.079,4,2086,2.0,2.0,2.0,2.0,2.0,78.0,6oMuImdp5ZcFhWP0ESe6mG,78.0,12724753.0,512,7,145,2,72.83333333333333,70.0,0
938,Slide (feat. Frank Ocean & Migos),Funk Wav Bounces Vol.1,Calvin Harris,2017-06-30,230813,73,0.736,0.498,0.795,1.21e-06,0.254,-3.299,0.0545,104.066,4,1932,1.0,3.0,2.0,2.0,2.0,33.0,7CajNmpbOovFoOoasH2HaY,83.0,22974585.0,1062,14,153,2,76.07692307692308,80.0,0
939,Narcos,Culture II,Migos,2018-01-26,255378,72,0.936,0.0142,0.585,0.0,0.132,-6.914,0.125,124.991,4,1722,2.0,2.0,2.0,2.0,2.0,78.0,6oMuImdp5ZcFhWP0ESe6mG,78.0,12724753.0,512,7,367,5,73.33333333333333,73.75,0
940,I Get the Bag (feat. Migos),Mr. Davis,Gucci Mane,2017-10-13,233087,71,0.89,0.0232,0.633,0.000343,0.0993,-5.475,0.168,139.94799999999998,4,1827,2.0,2.0,2.0,2.0,2.0,180.0,13y7CgLHjMVRMDqxdx0Xdo,76.0,4544235.0,536,8,71,1,66.42857142857143,66.42857142857143,1
941,Slippery (feat. Gucci Mane),Culture,Migos,2017-01-27,304041,70,0.92,0.307,0.675,0.0,0.104,-5.6610000000000005,0.263,141.967,4,2086,2.0,2.0,2.0,2.0,2.0,78.0,6oMuImdp5ZcFhWP0ESe6mG,78.0,12724753.0,512,7,145,2,73.66666666666667,75.0,0
942,Notice Me,Culture II,Migos,2018-01-26,233880,69,0.7929999999999999,0.112,0.344,1.68e-06,0.15,-9.757,0.35700000000000004,166.105,4,1722,2.0,2.0,2.0,2.0,2.0,78.0,6oMuImdp5ZcFhWP0ESe6mG,78.0,12724753.0,512,7,367,5,73.83333333333333,74.5,0
943,1-800-273-8255,Everybody,Logic,2017-05-05,250173,78,0.62,0.569,0.574,0.0,0.19,-7.7879999999999985,0.0479,100.023,4,1988,2.0,2.0,2.0,2.0,2.0,181.0,4xRYI6VqpkE3UwrDrAZL8L,75.0,5811035.0,613,9,142,2,66.875,64.0,0
944,Homicide (feat. Eminem),Confessions of a Dangerous Mind,Logic,2019-05-10,245386,75,0.6940000000000001,0.13699999999999998,0.759,0.0,0.16699999999999998,-5.667000000000002,0.398,140.055,4,1253,2.0,2.0,2.0,2.0,2.0,181.0,4xRYI6VqpkE3UwrDrAZL8L,75.0,5811035.0,613,9,140,2,67.25,65.0,0
945,Ballin,Uncle Drew (Original Motion Picture Soundtrack),Various Artists,2018-06-15,166080,70,0.737,0.0475,0.8540000000000001,0.0,0.0905,-6.414,0.221,150.621,4,1582,3.0,3.0,3.0,2.0,2.0,114.0,1ZwdS5xdxEREPySFridCfh,79.0,13974503.0,2481,37,70,1,66.97222222222223,66.97222222222223,1
946,Everyday,Bobby Tarantino II,Logic,2018-03-09,204746,69,0.667,0.0425,0.741,0.0,0.0761,-4.099,0.0378,149.908,4,1680,2.0,2.0,2.0,2.0,2.0,181.0,4xRYI6VqpkE3UwrDrAZL8L,75.0,5811035.0,613,9,198,3,68.0,64.5,0
947,Perfect,No Pressure,Logic,2020-07-24,100291,69,0.769,0.00948,0.8290000000000001,6.65e-05,0.301,-5.228,0.0661,159.94299999999996,4,812,2.0,2.0,2.0,2.0,2.0,181.0,4xRYI6VqpkE3UwrDrAZL8L,75.0,5811035.0,613,9,69,1,68.0,68.0,1
948,44 More,Bobby Tarantino II,Logic,2018-03-09,188600,67,0.8240000000000001,0.0718,0.584,0.0,0.106,-7.098,0.221,139.965,4,1680,2.0,2.0,2.0,2.0,2.0,181.0,4xRYI6VqpkE3UwrDrAZL8L,75.0,5811035.0,613,9,198,3,68.25,65.5,0
949,Keanu Reeves,Confessions of a Dangerous Mind,Logic,2019-05-10,225920,65,0.7120000000000001,0.0557,0.8909999999999999,0.0,0.134,-6.457000000000002,0.24,170.13,4,1253,2.0,2.0,2.0,2.0,2.0,181.0,4xRYI6VqpkE3UwrDrAZL8L,75.0,5811035.0,613,9,140,2,68.5,75.0,0
950,Everybody,Everybody,Logic,2017-05-05,162346,64,0.885,0.161,0.94,0.0,0.0675,-5.908,0.0913,110.005,4,1988,2.0,2.0,2.0,2.0,2.0,181.0,4xRYI6VqpkE3UwrDrAZL8L,75.0,5811035.0,613,9,142,2,68.625,78.0,0
951,Gang Related,Under Pressure (Deluxe),Logic,2014-10-21,167320,64,0.597,0.209,0.856,0.0159,0.278,-7.089,0.0431,131.95,4,2915,2.0,2.0,2.0,2.0,2.0,181.0,4xRYI6VqpkE3UwrDrAZL8L,75.0,5811035.0,613,9,64,1,68.625,68.625,1
952,Indica Badu,Bobby Tarantino II,Logic,2018-03-09,260320,62,0.742,0.0402,0.72,0.0008460000000000001,0.0839,-2.8760000000000003,0.116,77.01100000000002,4,1680,2.0,2.0,2.0,2.0,2.0,181.0,4xRYI6VqpkE3UwrDrAZL8L,75.0,5811035.0,613,9,198,3,68.875,68.0,0
953,Say You Won't Let Go,Back from the Edge,James Arthur,2016-10-28,211466,86,0.358,0.695,0.557,0.0,0.0902,-7.398,0.059,85.04299999999998,4,2177,2.0,2.0,2.0,2.0,2.0,182.0,4IWBUUAFIplrNtaOHcJPRM,79.0,10603899.0,625,8,246,3,77.0,80.0,0
954,Car's Outside,YOU,James Arthur,2019-10-18,248373,84,0.338,0.039,0.562,0.0,0.107,-7.181,0.029,149.907,4,1092,2.0,2.0,2.0,2.0,2.0,182.0,4IWBUUAFIplrNtaOHcJPRM,79.0,10603899.0,625,8,226,3,77.28571428571429,71.0,0
